GIỐNG - LOẠI,GIỐNG - NHU CẦU,GIỐNG - TỈNH THÀNH,QUẬN HUYỆN,GIÁ - TRIỆU ĐỒNG,DIỆN TÍCH - M2,HƯỚNG,SỐ TẦNG,SỐ PHÒNG,SỐ TOILETS,GIẤY TỜ PHÁP LÝ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2499,60,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,6200,134,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,2300,101,Tây Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6000,60,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2350,64,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,6500,125,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2100,52,Tây Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2650.00008,71,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1999.999,60,Đông Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2590,92,Đông Nam,,3,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3225,50.07,Tây Bắc,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2900,55,,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3900,110,,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,7000,87,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2850,70,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1880,52,Nam,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2400,89,Đông,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,4300,78,Tây Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3300,74,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2900,65,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3710,115,Tây,,3,3,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,6550,105,,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,2050,36,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1700,51,Tây,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3200,71,Đông Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,1450,35,Bắc,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,7688,89,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,5000,72,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2600,78,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,510,47,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,5500,120,,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,5052.156,108,Tây Nam,,4,3,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3650,140,Bắc,,4,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,150000,825,,,,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4750,77.6,Tây Nam,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,850,31,Tây Bắc,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 6,2300,67,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2730,65.2,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,1700,52,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,1920,54,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2100,68,Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2800,68,Đông Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2435,69,Tây Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,1271,59.1,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2650,90,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5400,101,,,3,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1600,58,Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6250,93,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2750,65.3,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5974,101,Đông Nam,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3900,106,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,20000,256,,,5,4,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1270,31,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 4,4500,65,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 6,2800,62,Bắc,,1,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3850,76,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2900,74,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3700,74,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2650,68,,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1940,57,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3187,81.5,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1600,60,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2500,69,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,4650,61,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2350,67,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4150,72,Tây Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 4,6500,117,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,260,68,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2100,65,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2900,85,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2900,66,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,1390,50,Đông,,1,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2650,80,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2200,54,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,6700,88,Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2600,69.2,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,1700,52,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,980,53.2,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3200,88,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4200,70,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2300,72.5,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3250,56,Đông,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 6,3700,102,Đông,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3100,48,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2300,73,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3350,70,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,3100,89,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1800,60,Nam,,2,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3080,86,Nam,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1900,83.37,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1900,59,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,1650,75,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2300,68,Đông Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2250,58,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 6,2600,75,Tây,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2450,73,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,1992,74,Tây,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1100,37,Đông,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3200,86,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4150,51.18,,,1,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2508,75,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2450,64,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,480,73,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1659,67,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,2050,38,,,1,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3800,91,Tây,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,3100,68,Tây,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1290,26,Đông Bắc,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1320,75,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,1820,75,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1680,70,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4200,70,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1300,52,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1500,52,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,2250,100,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1468,60,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1335,50,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 6,2299,65,Tây,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,1450,44,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4500,99,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2200,73,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2300,56,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,4500,70,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2400,63,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2220,53,Tây,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,3100,81,Tây,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3200,60,,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,5182,85.5,Đông Nam,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2000,50,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2970,67,Tây,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,3000,68,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2250,56.51,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,8500,200,,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1400,58,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1700,64,Tây Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,1700,37,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1650,55.3,Tây,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1750,39.4,Tây Bắc,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,1650,60,Đông Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2200,62,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2300,69,Đông Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,7500,120,Tây Bắc,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,11200,204.2,Tây Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,1700,38,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2900,67,Đông Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2850,77,Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1460,59,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,2300,45,Nam,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3700,50,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2550,161,Tây,,3,4,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1680,49,Tây,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2350,74,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2700,70,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2650,67,Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2390,73,Tây Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2540,54,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2550,69,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,8200,98,,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2280,53,Tây Bắc,,2,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2200,80,Đông Nam,,2,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2460,75,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1850,50,Đông Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3850,86,Đông,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1680,65,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 5,1850,66,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5000,86,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1700,60,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2470,54,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2500,80,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2479,78.88,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,10480,128,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,450,38,Tây,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,2750,68,Tây Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2000,55,Đông,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4777.777,73,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2420,68,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,17000,151,Đông,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,3000,60,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 4,3980,57,Đông Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,7500,73.2,Tây Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2900,68,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,3750,52,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6310,101,Đông Nam,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 4,2800,30,Tây,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,18000,66,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,1800,40,Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3700,91,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,3400,83,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2500,76,,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Phú Nhuận,21000,84,Đông Nam,,5,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,5300,82,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1950,,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,6300,86,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2750,67,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1500,58,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,45000,141,,,,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1800,54,Đông Nam,,2,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1400,58,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3050,93,Đông Bắc,,3,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3500,87,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1100,58,Đông Nam,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1380,63,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,7000,71.7,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2795,85.86,Nam,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2300,72,Tây Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,3130,65,,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2330,84,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3450,115,Đông Nam,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,38000,16,Đông,,1,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2600,53,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5500,80,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2500,80,Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2200,57,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,2600,65,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,2300,35,,,1,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2180,75,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1100,47,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 4,6900,115,Đông Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,8300,140,,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1700,55,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2000,59,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3424,80,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5352,101,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1996,59.4,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2450,51,Đông Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,1360,50,,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Phú Nhuận,1850,36,Đông Nam,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2200,82,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2250,65,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3100,70,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,9500,150,,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2850,75,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2380,65,Tây Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1271,47,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1399,59,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,1790,72,Đông Bắc,,2,2,Đã có sổ
